age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
5,blue-collar,divorced,basic.4y,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,technician,married,basic.9y,no,yes,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,management,married,basic.9y,no,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,retired,married,basic.4y,no,no,no,telephone,may,thu,23,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,housemaid,single,basic.4y,unknown,no,no,telephone,may,thu,15,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,management,married,basic.4y,unknown,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,services,married,high.school,unknown,yes,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,services,married,high.school,no,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,services,single,high.school,no,no,no,telephone,may,thu,6,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,entrepreneur,married,university.degree,no,yes,no,telephone,may,thu,15,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,housemaid,married,university.degree,unknown,yes,no,telephone,may,thu,11,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,technician,single,professional.course,no,no,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,basic.6y,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,admin.,single,university.degree,no,yes,yes,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,thu,11,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,services,single,high.school,no,yes,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,divorced,high.school,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,single,university.degree,no,yes,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,17,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,basic.9y,no,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,married,unknown,unknown,unknown,unknown,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,technician,married,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,blue-collar,single,high.school,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,self-employed,married,professional.course,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,entrepreneur,married,basic.4y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,services,married,professional.course,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,services,married,professional.course,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,single,basic.9y,no,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,services,married,basic.4y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,single,basic.9y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,self-employed,married,university.degree,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,technician,single,university.degree,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,single,university.degree,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,services,married,high.school,no,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,9,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,married,high.school,no,yes,yes,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,university.degree,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,divorced,basic.9y,no,no,yes,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,technician,married,professional.course,unknown,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,admin.,single,high.school,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,single,university.degree,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,single,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,single,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,housemaid,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,single,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,self-employed,married,basic.6y,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,services,married,high.school,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,student,single,university.degree,unknown,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,unemployed,married,unknown,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,admin.,married,university.degree,no,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,admin.,married,high.school,unknown,no,no,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,self-employed,divorced,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,entrepreneur,married,university.degree,unknown,no,no,telephone,may,fri,17,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,unemployed,single,high.school,unknown,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,blue-collar,single,unknown,unknown,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,unknown,married,unknown,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,single,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,self-employed,married,university.degree,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,services,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,divorced,university.degree,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,9,5191,yes
2,technician,married,basic.6y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,services,married,unknown,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,housemaid,married,basic.4y,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,self-employed,married,basic.9y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,housemaid,married,basic.4y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,technician,single,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,technician,single,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,single,basic.4y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,services,married,high.school,no,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,services,married,high.school,unknown,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,technician,married,professional.course,unknown,unknown,unknown,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,yes
2,technician,single,professional.course,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,divorced,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,student,single,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,technician,married,professional.course,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,technician,married,professional.course,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,divorced,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,single,unknown,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,management,married,basic.9y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,divorced,basic.9y,no,unknown,unknown,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,technician,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,technician,married,university.degree,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,technician,single,university.degree,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,divorced,basic.9y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,technician,married,professional.course,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,housemaid,married,high.school,no,yes,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,services,single,professional.course,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,professional.course,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,management,divorced,university.degree,unknown,yes,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,admin.,married,high.school,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,unemployed,divorced,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,technician,married,professional.course,no,no,no,telephone,may,fri,12,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,services,single,unknown,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,married,professional.course,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,yes
4,admin.,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,single,basic.9y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
6,admin.,married,high.school,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,services,married,high.school,unknown,unknown,unknown,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,yes
4,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,services,married,high.school,no,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,technician,married,professional.course,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,yes
3,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,unknown,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,services,single,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,technician,married,professional.course,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,technician,married,professional.course,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,services,divorced,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,services,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,yes
4,technician,married,professional.course,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,single,university.degree,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,technician,single,professional.course,no,yes,no,telephone,may,fri,13,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,technician,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,admin.,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,unemployed,divorced,basic.9y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,divorced,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,admin.,single,unknown,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
6,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,technician,married,professional.course,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,unknown,no,unknown,unknown,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,unknown,married,unknown,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,technician,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,divorced,high.school,unknown,no,no,telephone,may,fri,8,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,technician,married,university.degree,no,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,unknown,unknown,yes,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,management,married,basic.9y,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,married,university.degree,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,technician,single,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,self-employed,married,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,services,married,unknown,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,services,single,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,unemployed,married,basic.9y,no,no,no,telephone,may,fri,8,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,unknown,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,entrepreneur,divorced,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,basic.9y,no,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,self-employed,married,unknown,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,self-employed,single,basic.9y,no,yes,yes,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,single,university.degree,no,no,yes,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,married,professional.course,unknown,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,services,single,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,technician,married,professional.course,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,married,university.degree,unknown,no,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,high.school,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,admin.,single,university.degree,unknown,unknown,unknown,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,services,single,high.school,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,entrepreneur,married,university.degree,no,yes,no,telephone,may,fri,10,999,0,nonexistent,1.1,93.994,-36.4,9,5191,yes
3,admin.,married,university.degree,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,services,single,high.school,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,high.school,no,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,university.degree,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,university.degree,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,services,married,high.school,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,technician,married,unknown,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,technician,single,professional.course,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,self-employed,married,high.school,unknown,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,technician,married,professional.course,unknown,yes,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,single,basic.9y,unknown,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,technician,divorced,professional.course,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,technician,single,university.degree,unknown,no,yes,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,married,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,technician,married,professional.course,unknown,yes,no,telephone,may,fri,7,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,housemaid,divorced,basic.4y,no,yes,no,telephone,may,fri,9,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,services,married,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,technician,married,professional.course,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,yes
4,technician,single,professional.course,no,unknown,unknown,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,blue-collar,married,professional.course,no,unknown,unknown,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
2,admin.,single,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,admin.,married,professional.course,no,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,technician,married,professional.course,no,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
5,retired,single,high.school,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,admin.,divorced,high.school,no,yes,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,married,basic.6y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
4,blue-collar,divorced,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
3,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,9,5191,no
